claim_number,prediction_prob,subrogation
1387624,0.80165106,1
9655218,0.019590141,0
1521346,0.4353511,1
7132165,0.034175146,0
8297372,0.30478358,1
7354326,0.35525906,1
8198363,0.011134922,0
7190825,0.14637873,0
9371770,0.32076496,1
3894099,0.19764872,0
7382890,0.4034055,1
3424047,0.27501726,1
1363050,0.015067285,0
5175391,0.06059643,0
3753830,0.031173158,0
7624551,0.10909516,0
3874933,0.05158004,0
2439136,0.05271082,0
4744999,0.15724854,0
6501739,0.083055496,0
4699839,0.13291852,0
6559979,0.01130969,0
7670905,0.18535052,0
3536367,0.4578793,1
6562110,0.35206482,1
9878517,0.5919301,1
7016073,0.009374656,0
6267757,0.02359601,0
2485920,0.04127979,0
8114351,0.009559815,0
4152496,0.01976345,0
1431198,0.055336174,0
4086797,0.21369056,0
5409937,0.049470846,0
7359799,0.020296063,0
4209817,0.349026,1
5299012,0.21213996,0
9434005,0.044360768,0
1135380,0.024882857,0
5688495,0.49500266,1
9541179,0.22780398,0
1209878,0.18816994,0
5051216,0.006856926,0
6757790,0.40639642,1
7630269,0.38461435,1
4933334,0.6217846,1
7248368,0.7579886,1
2723309,0.64011705,1
9986923,0.4492246,1
2180383,0.04290626,0
7975842,0.16194673,0
7746389,0.01940429,0
9868065,0.63827974,1
1425015,0.14247108,0
7644787,0.09308175,0
9074441,0.02526714,0
8072246,0.347983,1
6033795,0.30694413,1
1289601,0.28323326,1
5333143,0.30213848,1
3426541,0.0070491047,0
5484415,0.32810497,1
6869187,0.009040762,0
3162131,0.0139830075,0
3892768,0.05711226,0
1870147,0.4313524,1
2128428,0.6559491,1
2852240,0.08807041,0
2978877,0.0071372553,0
4735331,0.037483305,0
8719094,0.069788195,0
1641180,0.18599306,0
1355538,0.017620156,0
7437287,0.18345185,0
4523332,0.0056040836,0
2331106,0.33639646,1
4948652,0.0063961223,0
5949023,0.6514358,1
5574224,0.015093533,0
9320291,0.41628334,1
3068448,0.071813606,0
1126203,0.2381909,0
6791248,0.019604867,0
2364166,0.07365229,0
5919729,0.016659431,0
1332986,0.5124472,1
7528679,0.05144052,0
4300962,0.15986855,0
2946441,0.30379972,1
4324807,0.28589627,1
6851223,0.36794594,1
8111040,0.2022974,0
1331339,0.11159043,0
1525066,0.098580666,0
3824709,0.19134401,0
5908529,0.01341687,0
8766539,0.082127474,0
4850600,0.0091636935,0
5910588,0.26814237,0
3919686,0.0954996,0
9590058,0.015957804,0
5465273,0.34082422,1
5917705,0.32746804,1
2121968,0.47563237,1
8159452,0.14234596,0
9172488,0.1521089,0
4069988,0.010370579,0
5860000,0.0148979435,0
3335128,0.020375919,0
8717358,0.107385285,0
2633370,0.096906856,0
7498540,0.22381787,0
4743550,0.37837005,1
8629720,0.016033532,0
6336742,0.4423746,1
2031685,0.77037203,1
8649049,0.23275883,0
1976571,0.123532325,0
7787405,0.7355197,1
8265137,0.3110513,1
9989720,0.2959711,1
7920278,0.011811996,0
3684634,0.1653125,0
8434759,0.6674956,1
5962564,0.024595035,0
8200236,0.5262102,1
8269884,0.3377251,1
1696968,0.20437647,0
7397965,0.2950297,1
8681686,0.014565575,0
7979569,0.42120147,1
3615229,0.052175175,0
3421298,0.036155134,0
8612956,0.23479089,0
7700977,0.12339655,0
9309466,0.29145384,1
4681873,0.43505695,1
4209466,0.50204,1
4537633,0.05834246,0
1582067,0.038434986,0
3403174,0.024871606,0
4263639,0.037519604,0
2484688,0.45992026,1
9249658,0.5201554,1
9487772,0.024192791,0
6907111,0.26938504,0
2423278,0.033256818,0
5841106,0.20593764,0
5301992,0.13462576,0
7347737,0.24321486,0
1347573,0.16799295,0
9057302,0.022478512,0
5748965,0.18175395,0
3846499,0.012187346,0
4976718,0.023276266,0
2468803,0.08616591,0
6365219,0.014802874,0
6765146,0.023380632,0
6321228,0.065478094,0
5406987,0.34085628,1
9920517,0.22421683,0
1087034,0.018862074,0
6303430,0.06546734,0
3568340,0.435687,1
6757919,0.23743226,0
7607488,0.039920434,0
1266597,0.4730344,1
3009885,0.33829367,1
4811392,0.27024144,1
3157413,0.29728937,1
5171273,0.4673615,1
8765421,0.028979005,0
3710680,0.6091931,1
4780936,0.15260556,0
5802209,0.75693893,1
3993057,0.0065361955,0
3279250,0.21921596,0
9410918,0.07627138,0
8787238,0.030757679,0
2675467,0.5539658,1
8402784,0.16336448,0
8910676,0.039712448,0
1123223,0.5320653,1
3066600,0.036096126,0
6191011,0.74719244,1
1048091,0.15219112,0
5315278,0.21235408,0
4347749,0.0052560233,0
4880803,0.28453413,1
7478191,0.013517936,0
5824243,0.03627838,0
3649664,0.72331625,1
6167311,0.30638584,1
9894308,0.06560316,0
5033311,0.024569996,0
4436183,0.37694168,1
9747150,0.008526971,0
7582797,0.054255966,0
3490130,0.022450726,0
2539210,0.021229569,0
1424974,0.031738523,0
2172713,0.0383032,0
9001795,0.50332737,1
2188195,0.17623982,0
4595900,0.32649648,1
4976904,0.080677025,0
2150948,0.07690156,0
9796236,0.011159483,0
8096660,0.01951501,0
4162675,0.01587777,0
7460914,0.10626782,0
3816437,0.23486848,0
9899647,0.017985696,0
2808280,0.055250812,0
1951362,0.035034996,0
1641867,0.3912989,1
3904650,0.5889241,1
9627691,0.40490156,1
5375954,0.08840941,0
2627971,0.1219057,0
1532624,0.09651802,0
4515391,0.49065718,1
9135274,0.14003201,0
5426655,0.058691222,0
1420290,0.0888864,0
3183186,0.0303753,0
6580498,0.036644384,0
8268884,0.17163524,0
6645610,0.34357822,1
6462944,0.6244004,1
5732448,0.44120696,1
8899411,0.017940123,0
9505038,0.062854186,0
8962248,0.6571439,1
1725551,0.023944907,0
7979250,0.039530326,0
1572851,0.07852006,0
9209172,0.23558566,0
5738574,0.39649802,1
5114900,0.5052294,1
5795126,0.01582627,0
6390140,0.052800547,0
6557793,0.11377615,0
4577626,0.4398479,1
4104391,0.019356206,0
9300470,0.2621422,0
9004235,0.018149482,0
7407555,0.39718127,1
8343934,0.014447744,0
8981333,0.20209405,0
2568269,0.35112116,1
2702331,0.43563154,1
7396998,0.11468197,0
6132012,0.35032594,1
8881021,0.060334586,0
6408404,0.0753639,0
1888405,0.045795232,0
6510180,0.3945327,1
8038151,0.5181012,1
5901795,0.44822243,1
1460478,0.016024215,0
8338487,0.22581685,0
4083130,0.15699942,0
5638513,0.28177676,1
9321890,0.09691587,0
1692356,0.012199205,0
8890170,0.028194524,0
7900803,0.14577758,0
9690256,0.44178444,1
8901922,0.13557562,0
5066441,0.1079708,0
2121465,0.061267506,0
1919108,0.09721474,0
2383600,0.66533744,1
6337827,0.53215736,1
1663946,0.4760236,1
4583330,0.45007154,1
2842560,0.14719276,0
4168862,0.03582547,0
8990371,0.031292982,0
4075313,0.16139169,0
3879069,0.03625372,0
3261909,0.6781299,1
7247714,0.58035016,1
6425060,0.0144269485,0
1355449,0.72543466,1
1128310,0.09716085,0
3160841,0.03931575,0
9269444,0.21859606,0
1452206,0.44034734,1
3611307,0.27969742,1
7543402,0.0705444,0
6474999,0.3905255,1
4841998,0.6694394,1
4525255,0.35611713,1
5475243,0.4408532,1
6592813,0.10309548,0
9447018,0.096824616,0
2189961,0.040248312,0
8679235,0.2316827,0
1765714,0.18359834,0
7598004,0.6037332,1
9879305,0.08086521,0
8494121,0.38686582,1
1944659,0.301879,1
3685892,0.36931697,1
6835400,0.14676686,0
9576477,0.27137506,1
8071388,0.031208362,0
3198035,0.022248589,0
7565119,0.0061868303,0
4032961,0.45358998,1
2357780,0.026716903,0
1930597,0.08304914,0
4053828,0.3402993,1
1609351,0.48765612,1
2411747,0.035505645,0
2057259,0.13857566,0
3398932,0.12612158,0
7783904,0.06672361,0
8714662,0.036369637,0
7300737,0.14952113,0
1761847,0.52634573,1
4728562,0.038398135,0
9211480,0.040110968,0
6079131,0.02634329,0
8803637,0.16720152,0
8404942,0.032791525,0
4062007,0.027459119,0
9686427,0.019520147,0
1367427,0.31704417,1
7304023,0.60466135,1
5646801,0.22948892,0
1140848,0.15510106,0
8037629,0.5966868,1
6204104,0.74303967,1
6312391,0.0071141864,0
4171824,0.22134376,0
3232817,0.06354374,0
3664271,0.19834054,0
8169327,0.042846613,0
2753315,0.009726556,0
3636050,0.30394065,1
7447893,0.06645731,0
1350291,0.13440372,0
9146424,0.018937144,0
7907739,0.21116002,0
8018590,0.6671317,1
5142682,0.01118103,0
2382680,0.18695384,0
8581843,0.049740013,0
4644314,0.078965746,0
1678025,0.007593394,0
6092027,0.2727973,1
5328452,0.48392928,1
5627817,0.10849685,0
7107762,0.055986274,0
9956667,0.02619995,0
8175848,0.044477966,0
3845593,0.028316384,0
8234014,0.016446695,0
5026858,0.04477608,0
2991116,0.0498533,0
6724378,0.48700255,1
9744936,0.6153366,1
5846898,0.56629014,1
5399048,0.120058455,0
1754202,0.027967878,0
4996980,0.008120184,0
4655204,0.012399623,0
3954808,0.08796729,0
1661685,0.28350225,1
8537677,0.019474518,0
6980921,0.044844523,0
8640852,0.11564539,0
7508794,0.1828391,0
5582739,0.2947896,1
6744841,0.020139992,0
1838215,0.25693563,0
8814911,0.054039497,0
1429106,0.12341183,0
8105639,0.043832593,0
5720252,0.16203894,0
1412945,0.0977801,0
6165834,0.025697418,0
2163163,0.06364751,0
3796530,0.03292668,0
7176415,0.0528238,0
2961601,0.12929486,0
7290204,0.28753796,1
5698035,0.101130076,0
5714903,0.6242148,1
7308571,0.15527296,0
6301186,0.024536068,0
1656060,0.3487468,1
6256605,0.2185211,0
2578975,0.090870954,0
3573747,0.28427145,1
4538866,0.3380275,1
5960674,0.030399894,0
6383229,0.013382281,0
7648681,0.35992143,1
4615722,0.025571125,0
4636942,0.052187536,0
4327584,0.29994333,1
5253842,0.5546709,1
4119001,0.17420943,0
8508493,0.1204921,0
6323507,0.47746885,1
1630243,0.6602686,1
4934317,0.31421164,1
2343302,0.013030568,0
9874270,0.0067127594,0
7381818,0.270166,0
6552836,0.10097117,0
4254883,0.08481237,0
9854219,0.17934884,0
1927320,0.30891055,1
4349709,0.33587384,1
9688723,0.010871739,0
6832152,0.18845072,0
9141761,0.027653411,0
6819828,0.23293324,0
4687595,0.18904184,0
3203335,0.609895,1
1383864,0.061477948,0
9931117,0.22476384,0
1042599,0.3051004,1
2270861,0.28562507,1
1133132,0.14682777,0
7109843,0.16754098,0
1739541,0.31476873,1
3572216,0.6482295,1
5377609,0.34775287,1
9103012,0.33948934,1
2838637,0.15028933,0
8023608,0.38510245,1
4479631,0.02257797,0
7789415,0.18269551,0
1244319,0.059902124,0
7206970,0.733829,1
7389175,0.36223796,1
1233781,0.13403456,0
4908215,0.04373513,0
2630442,0.02275362,0
5871657,0.042692173,0
7638697,0.3328566,1
6761790,0.14002456,0
6114429,0.69558775,1
1653721,0.05669398,0
6031946,0.25755915,0
4850014,0.3808159,1
9894786,0.50801075,1
9221278,0.17974219,0
3253168,0.22865282,0
9787455,0.12390909,0
5481185,0.28837016,1
2274155,0.21305881,0
5445740,0.087751426,0
4561236,0.58550996,1
5870786,0.05647752,0
6258759,0.04784898,0
1698394,0.5906902,1
8334396,0.39256394,1
6748739,0.013950606,0
2315556,0.042774793,0
9833135,0.0083339615,0
9402631,0.044520453,0
1477465,0.049595717,0
2986215,0.059123628,0
1409249,0.05338834,0
9223451,0.009789565,0
5583437,0.3877488,1
7671485,0.41901848,1
9971182,0.34710547,1
5434612,0.066425085,0
3147161,0.05311967,0
2981927,0.4363229,1
3253876,0.44476417,1
5339596,0.17257065,0
3407215,0.28781998,1
8001265,0.63789505,1
2940301,0.0057293745,0
4976534,0.18783708,0
7303232,0.58948743,1
4097342,0.03920508,0
4000346,0.35965258,1
3126128,0.108806096,0
5613031,0.06618648,0
1820259,0.09177856,0
9140737,0.025691807,0
4363589,0.16400246,0
9013432,0.22590123,0
5854602,0.18358889,0
9444357,0.012396388,0
3668718,0.4900378,1
9138869,0.08863246,0
6559126,0.31359762,1
7534616,0.3143642,1
7731183,0.015788006,0
4062842,0.075948305,0
2312791,0.25987577,0
7270276,0.13406388,0
5644737,0.011795799,0
5934325,0.41896003,1
9852588,0.7220932,1
2720612,0.03659634,0
8049310,0.015653146,0
8045243,0.043560848,0
6081560,0.007050206,0
7077178,0.398167,1
5729273,0.09797776,0
6431503,0.031836458,0
6122298,0.10659835,0
8661778,0.016016789,0
7511755,0.038815644,0
6699872,0.20252395,0
1933560,0.06898398,0
6307663,0.7838679,1
2776160,0.2455496,0
2365893,0.09922322,0
3407904,0.1433135,0
3977286,0.006831845,0
9614498,0.032425806,0
1077421,0.23949991,0
9466770,0.3141937,1
2687002,0.23901783,0
4261604,0.19558845,0
9617659,0.52967596,1
2869455,0.05934266,0
2911617,0.008577473,0
8078897,0.08155665,0
7603532,0.32815397,1
6116340,0.10901304,0
8092933,0.0042342646,0
3806223,0.03407461,0
6608589,0.34255308,1
4450484,0.23643357,0
5699406,0.23555104,0
5454358,0.01971282,0
7117233,0.008294187,0
3643423,0.06211922,0
4204861,0.43242913,1
8125417,0.0035788997,0
3973180,0.13859755,0
2034771,0.3087242,1
6324714,0.5524498,1
7790771,0.010094755,0
9773290,0.052178644,0
7002774,0.038222346,0
3624401,0.07680449,0
5781344,0.047837112,0
5089210,0.7093076,1
3543192,0.06470188,0
4710474,0.15338516,0
3081438,0.25821638,0
3894759,0.020416701,0
4242170,0.06059537,0
8789146,0.29987708,1
3234620,0.27329874,1
3404461,0.13331771,0
1215609,0.48866254,1
1547304,0.05229478,0
5417991,0.028674303,0
1578854,0.01748449,0
9948165,0.012794108,0
5510194,0.23179667,0
3914638,0.031607233,0
5034567,0.3604742,1
6852172,0.21515216,0
9085920,0.08772764,0
6630475,0.034180593,0
8531004,0.042488717,0
9363127,0.020867944,0
4544535,0.3352181,1
6396360,0.06013408,0
8693055,0.072006814,0
5414284,0.42344457,1
6633217,0.010323513,0
9727124,0.11314109,0
7656780,0.14241046,0
3649134,0.14403634,0
1145394,0.020121641,0
6444582,0.05408535,0
7352814,0.6331468,1
8006690,0.15571384,0
7452220,0.2643373,0
6220447,0.08819106,0
8624135,0.2848605,1
5496908,0.37736323,1
3073754,0.49694085,1
7414841,0.049566813,0
3816911,0.06598359,0
8318133,0.032772142,0
6712212,0.45941615,1
9505943,0.016835725,0
8623318,0.083772644,0
3484666,0.218399,0
4110887,0.1265214,0
1019191,0.12776165,0
4547984,0.29607818,1
9377092,0.17855312,0
8308510,0.07764743,0
3582975,0.01312699,0
4820769,0.34060165,1
8644751,0.025887385,0
3067185,0.26660088,0
4871582,0.0570464,0
7244110,0.2565736,0
8189034,0.34262875,1
9746891,0.20616119,0
6689188,0.014279517,0
7374724,0.13751777,0
3528002,0.024906827,0
3153778,0.40072778,1
2499350,0.6178691,1
4634041,0.30901164,1
3256934,0.07871322,0
6121895,0.015337808,0
4735749,0.011162425,0
2369637,0.31336522,1
6887080,0.10376991,0
8313704,0.29456747,1
2992528,0.10663214,0
1721540,0.05572484,0
6321977,0.0117484145,0
7486067,0.019740414,0
2729370,0.034265712,0
7650870,0.20853275,0
5452394,0.24168673,0
3506820,0.10731618,0
7508257,0.06312794,0
3527117,0.18392429,0
4653559,0.30021653,1
3443533,0.15992717,0
3154375,0.21631743,0
5404571,0.17567278,0
7165340,0.6674868,1
1122991,0.36274987,1
9508161,0.07803215,0
7621109,0.2955257,1
7619913,0.39107904,1
2212143,0.040435925,0
6795904,0.025349945,0
6173203,0.055959694,0
3773904,0.3874235,1
4206452,0.060051333,0
2516362,0.044991482,0
2883447,0.6381669,1
9458305,0.17711133,0
3616600,0.028677,0
1218530,0.12569329,0
3722218,0.2628599,0
4247169,0.43293816,1
3143726,0.13863838,0
4865146,0.20006955,0
5102507,0.53624606,1
9228470,0.26309392,0
2116873,0.015357537,0
2076248,0.36968967,1
8670459,0.1756843,0
6926674,0.24747054,0
3074678,0.60951746,1
9894374,0.40937012,1
7759404,0.01848901,0
3356708,0.3008978,1
9679217,0.36759502,1
3458100,0.25667077,0
3837288,0.09056053,0
3989241,0.020735899,0
5961674,0.018089952,0
3784554,0.532186,1
2266484,0.24012801,0
4111103,0.12216424,0
8139526,0.014891841,0
9162825,0.019692305,0
6165146,0.038901847,0
6892828,0.32939252,1
8001590,0.437615,1
5257036,0.024784798,0
2448484,0.02068784,0
9681051,0.08716231,0
8418543,0.09081042,0
9958834,0.020326704,0
6001258,0.14961174,0
1885034,0.565177,1
3630781,0.07267383,0
9934954,0.18512328,0
4039816,0.011747668,0
9447683,0.5356257,1
2309485,0.5520477,1
4079306,0.49139753,1
3300225,0.014969288,0
1839817,0.1927999,0
2904706,0.6391888,1
9591213,0.011974912,0
3745034,0.15930033,0
6044819,0.008601809,0
7597954,0.31532,1
3953464,0.35715404,1
8554920,0.10905619,0
7386298,0.67708063,1
6516148,0.025204545,0
5278357,0.033075448,0
6970160,0.11592716,0
5259246,0.17608859,0
7808564,0.010612828,0
9248186,0.38256884,1
3307861,0.012980664,0
8097979,0.025104782,0
8856995,0.0067515736,0
1451245,0.07315675,0
5598032,0.020494761,0
7107593,0.69974655,1
1972748,0.1965435,0
8180839,0.51486516,1
6298559,0.08410412,0
4043275,0.044295713,0
4116737,0.03547392,0
8786029,0.16109368,0
6782479,0.04453098,0
8422060,0.28707132,1
9922886,0.021979727,0
1611973,0.012943712,0
1803076,0.46504602,1
9226420,0.38961756,1
6763574,0.0086657675,0
5387723,0.6085836,1
4573136,0.095074184,0
7860413,0.045389738,0
8035359,0.34629932,1
8905566,0.1919339,0
1956411,0.26430205,0
3761763,0.28877014,1
7736285,0.012521615,0
1726775,0.22302294,0
7900347,0.28060332,1
5101006,0.025208188,0
8220446,0.30665007,1
8955595,0.16514592,0
1062242,0.05034056,0
9459359,0.3441832,1
5546717,0.52539104,1
5693069,0.27220425,1
4851910,0.08660082,0
5652525,0.6093071,1
5009274,0.2058644,0
2994284,0.0051126787,0
7971120,0.080859736,0
1213665,0.6916779,1
1405797,0.18974292,0
9695438,0.030115655,0
5822953,0.3394333,1
5575375,0.013972104,0
4822911,0.03849832,0
8345165,0.450477,1
1431262,0.1387769,0
5244293,0.21732233,0
1738631,0.62233484,1
3675095,0.3462075,1
1320526,0.33551773,1
1902675,0.29172173,1
4011680,0.33546528,1
5412472,0.14529626,0
5245530,0.038470432,0
4380768,0.08896073,0
4001284,0.05798197,0
2445195,0.3902318,1
6091506,0.03068725,0
8783395,0.0707281,0
2436648,0.14175604,0
5167854,0.033014707,0
4549631,0.13907419,0
5631598,0.65828407,1
9090249,0.040665135,0
5179017,0.52489656,1
2554372,0.5571665,1
8809396,0.41486368,1
3872062,0.12433223,0
6310812,0.16476136,0
7364040,0.012297073,0
3523151,0.19103676,0
9061964,0.17172621,0
1758608,0.7275269,1
3806517,0.007107709,0
4658823,0.23519385,0
2809964,0.15487859,0
4994064,0.05656106,0
3302456,0.043519527,0
2765684,0.49248156,1
6402470,0.63426477,1
7862616,0.11306547,0
8317118,0.11120003,0
5554963,0.018767295,0
9273135,0.06108491,0
7794424,0.42604554,1
6680605,0.17960303,0
2454996,0.31556624,1
4025030,0.06924225,0
3166343,0.009927997,0
7592119,0.033518452,0
5736527,0.022540329,0
4111076,0.18760414,0
6638011,0.17138943,0
9572677,0.12462097,0
8919430,0.71104205,1
7674263,0.61609375,1
2066655,0.2523046,0
6956028,0.48997426,1
4070345,0.65407133,1
6724425,0.08571733,0
2399053,0.08749501,0
5019727,0.5589282,1
4367629,0.7511417,1
1112311,0.020955052,0
6138817,0.39201337,1
9808665,0.03126564,0
5945919,0.20951837,0
5604821,0.24398908,0
8843076,0.025139809,0
7831444,0.044467065,0
4573387,0.23418866,0
2736524,0.032066647,0
4375051,0.36159116,1
5522599,0.061916925,0
4957700,0.14897598,0
4415451,0.06439944,0
1939730,0.20835969,0
7015154,0.006892562,0
9891907,0.021958508,0
2796333,0.045599762,0
8997394,0.02333942,0
8232153,0.047906023,0
8456924,0.20415197,0
7513874,0.5868475,1
3659274,0.11935963,0
4894634,0.16075724,0
8229547,0.012958897,0
1809580,0.027668605,0
9990375,0.0053367927,0
6194829,0.013406182,0
3358652,0.14696032,0
6139611,0.36365527,1
2990688,0.16980052,0
1307233,0.54692906,1
7740071,0.08222783,0
5083036,0.019941254,0
8494870,0.48052832,1
2659007,0.1847745,0
4377439,0.22624616,0
6674526,0.18350434,0
1754052,0.15330367,0
7271298,0.030412985,0
1933035,0.38662082,1
9972067,0.14241807,0
1502807,0.09169006,0
9247515,0.27245873,1
7896423,0.3524191,1
8273418,0.2883357,1
2268581,0.49780443,1
2063263,0.3375685,1
9879257,0.0246347,0
1595986,0.13319835,0
1454391,0.29067317,1
4841443,0.04844917,0
5728647,0.14492753,0
3916966,0.2274191,0
4794992,0.35787877,1
9767988,0.011484079,0
9452692,0.024982974,0
2358244,0.33327606,1
4932879,0.06481861,0
7606753,0.16453706,0
7297385,0.20652242,0
2048226,0.30501932,1
3876740,0.0058356295,0
9184270,0.19671696,0
7091597,0.20793231,0
2355405,0.11129635,0
8268582,0.03535834,0
9553048,0.041424982,0
5116153,0.17568515,0
8200752,0.54688996,1
4891747,0.031854283,0
1975777,0.03270465,0
7613974,0.27820617,1
4830047,0.1841814,0
2674440,0.21938017,0
3786427,0.07944055,0
2580541,0.24525306,0
4084681,0.17902532,0
1903837,0.2705554,1
1550744,0.018693643,0
8130296,0.03894498,0
6068109,0.03382583,0
8604787,0.11341205,0
6028036,0.15825994,0
8309887,0.08943627,0
6723305,0.20154421,0
4922193,0.0379551,0
3198030,0.2574478,0
8639827,0.19399102,0
1471033,0.061880473,0
3095420,0.026478278,0
3108735,0.37907973,1
5926917,0.03480383,0
6829136,0.35107207,1
8202140,0.043888338,0
9791089,0.34348223,1
3394294,0.016342297,0
7730736,0.34380326,1
3087037,0.0072512627,0
1775260,0.050324477,0
5411572,0.020165265,0
3425945,0.3693284,1
7254290,0.011846024,0
3209525,0.0961262,0
7413382,0.3770676,1
5038121,0.11493675,0
2385793,0.03951398,0
2960379,0.044044413,0
7533340,0.018604023,0
1000385,0.65407556,1
3609457,0.025794514,0
8640654,0.42224246,1
6078824,0.017385738,0
2027626,0.36909732,1
4637998,0.25970903,0
2552105,0.6295982,1
8441446,0.08295355,0
8004399,0.3303391,1
7321753,0.2704509,1
3694703,0.10127091,0
1386977,0.67824346,1
3241525,0.046228167,0
2270369,0.43167427,1
4308535,0.7222703,1
7097883,0.1791623,0
2581136,0.046171695,0
8043061,0.023694022,0
5044105,0.32289737,1
7555334,0.16553573,0
6297980,0.010029367,0
8659601,0.0461543,0
8347928,0.24546708,0
8280224,0.66804355,1
2268674,0.29999208,1
5974600,0.15307915,0
1334158,0.064928725,0
3079383,0.017103681,0
3657229,0.026854249,0
2677180,0.30846784,1
6593451,0.5643643,1
6489892,0.0062258905,0
9746868,0.07182404,0
6926245,0.009623462,0
2603017,0.16993707,0
2695055,0.077620745,0
6638085,0.22921613,0
1588942,0.106509626,0
4659455,0.36445838,1
5640769,0.17777264,0
7544186,0.065654635,0
4339934,0.52816033,1
7913422,0.47754887,1
3025651,0.14253059,0
4308136,0.4893427,1
2046369,0.82999873,1
6599313,0.015175053,0
1623170,0.09296724,0
1197305,0.018196618,0
6609359,0.17759879,0
5945167,0.09142673,0
7203514,0.3428571,1
5085814,0.15077345,0
5102043,0.57863116,1
7763334,0.33674496,1
8399939,0.14484537,0
5408284,0.020955136,0
7058011,0.0648707,0
6330677,0.020654267,0
1730480,0.205223,0
8496031,0.016442701,0
9661887,0.012244441,0
2901659,0.030095857,0
1613065,0.3267447,1
3837671,0.29154927,1
8486353,0.38541365,1
8194627,0.011126508,0
3563074,0.11778365,0
8820660,0.03958743,0
4073286,0.4323724,1
4286787,0.24418408,0
5135844,0.1289688,0
4228255,0.023236366,0
2032862,0.019403927,0
5913518,0.3462883,1
5850338,0.047642622,0
6642265,0.047335245,0
8395993,0.084748484,0
1628824,0.10982923,0
5015945,0.26849562,0
8562211,0.015103119,0
6202719,0.6027149,1
6496585,0.029292598,0
5316530,0.15404569,0
2711293,0.3618278,1
1128345,0.020593382,0
5309832,0.06323596,0
9621151,0.044585176,0
1906704,0.26417595,0
4166518,0.235666,0
2444041,0.007801145,0
7826585,0.61366975,1
3109286,0.14624739,0
3968499,0.39165246,1
1158781,0.03437047,0
9761968,0.23103851,0
6211688,0.014193273,0
5039823,0.03297138,0
1205233,0.10446987,0
1799798,0.026006037,0
2845489,0.21424866,0
4576384,0.73800176,1
9040957,0.28994358,1
2955844,0.5648922,1
7017061,0.04560907,0
2959018,0.103757046,0
9424703,0.014587581,0
9015520,0.031051805,0
1732548,0.04274024,0
8348026,0.29827634,1
1791892,0.052279457,0
5641751,0.021996645,0
7894813,0.45377603,1
1653673,0.25055715,0
3638083,0.16551885,0
4260312,0.097983636,0
4960608,0.41803816,1
6621023,0.011059564,0
6929731,0.12992443,0
2772551,0.31064078,1
9105396,0.23855795,0
5129866,0.32308432,1
1531073,0.1939034,0
9133109,0.110801466,0
3653238,0.16083388,0
3403245,0.008737381,0
1588442,0.46834657,1
9275148,0.35435173,1
1421008,0.031908818,0
4865793,0.33159596,1
5693936,0.3657168,1
2471415,0.016558122,0
2688577,0.007818692,0
2947381,0.62815696,1
1717076,0.045413397,0
3300105,0.15275119,0
6952055,0.027559841,0
6418015,0.40470484,1
4556865,0.2967931,1
4657740,0.0064447005,0
1634964,0.15296513,0
4032660,0.49482787,1
1007119,0.43222275,1
4883195,0.2275615,0
9791869,0.5961375,1
6387793,0.02552905,0
8744220,0.15767163,0
8105051,0.00656587,0
8841341,0.010745077,0
8284349,0.2132115,0
1267281,0.05695532,0
4121249,0.07333683,0
7011233,0.060776517,0
8169292,0.3016225,1
3188501,0.22378227,0
9269431,0.09241304,0
6245039,0.039665334,0
9466645,0.19680804,0
8632145,0.30958602,1
3589900,0.04005976,0
6341617,0.31494886,1
8175767,0.012867612,0
9888825,0.66874737,1
3812674,0.042818587,0
3196108,0.013077774,0
7808234,0.42176554,1
1287168,0.42264897,1
1907297,0.30188084,1
5817129,0.032782905,0
1166264,0.5483902,1
5409311,0.029610097,0
7650408,0.043802526,0
3620720,0.23189078,0
4232490,0.27345932,1
7166210,0.43444562,1
4418771,0.03025279,0
3253120,0.016996859,0
3193270,0.13488984,0
8532362,0.020619934,0
5840332,0.050194263,0
8864267,0.17932267,0
6851932,0.26869243,0
3490365,0.0729439,0
6632499,0.09315981,0
2670381,0.066019386,0
7224275,0.07765761,0
1708584,0.0057969345,0
8661708,0.020435888,0
1266022,0.06433712,0
6747023,0.015760947,0
1088128,0.20791887,0
5441390,0.6258812,1
5841819,0.49575007,1
8465112,0.28054416,1
7675563,0.18634376,0
6939958,0.11447224,0
6324078,0.5214176,1
5210294,0.007478726,0
9100413,0.086135395,0
1100006,0.04110174,0
3758866,0.20128451,0
5851950,0.023301369,0
7607724,0.06420355,0
2427616,0.13574706,0
8529244,0.00831035,0
9228864,0.04091131,0
2188763,0.34924635,1
1122853,0.18838537,0
7016536,0.0046423436,0
9440412,0.35803005,1
4844838,0.3265243,1
7108126,0.009773903,0
9890174,0.33578312,1
8574369,0.12432318,0
7213991,0.07189663,0
5107318,0.010144211,0
1207308,0.16744195,0
7903177,0.01082048,0
6886381,0.10500093,0
5448283,0.47673705,1
7246292,0.007371347,0
3837296,0.04739904,0
1680672,0.7548876,1
1748227,0.06981463,0
4619059,0.4876882,1
7400647,0.5596003,1
5338362,0.11445267,0
8889430,0.57453793,1
2188786,0.5929066,1
1703551,0.4603875,1
4894933,0.60325825,1
8049273,0.03516833,0
8478710,0.10334474,0
2737656,0.28929463,1
7136088,0.07089482,0
1116009,0.03503993,0
9682917,0.21220921,0
3234798,0.024762277,0
5891071,0.23050056,0
9657199,0.37076753,1
8136423,0.30564246,1
5530604,0.063544236,0
